DATE,pond,Depth,Temp_C,DO_Percent,DO_mgL,Conductivity
6/2/21,OPP-W,0,23.9,158.4,13.34,1
6/2/21,OPP-W,0.25,22,174.2,15.47,372
6/2/21,OPP-W,0.5,19.9,176,16.02,364.3
6/2/21,OPP-W,0.75,18.4,96.1,9,359.3
6/2/21,OPP-W,1,15,3.4,0.34,374.6
6/2/21,OPP-W,1.25,12.2,2.1,0.22,370.4
6/2/21,OPP-W,1.5,11.9,1.2,0.12,363
6/2/21,OPP-W,1.75,11.3,1,0.1,357.7
6/2/21,OPP-W,2,11,0.7,0.08,361.6
6/2/21,OPP-E,0,21.5,133,11.75,183.3
6/2/21,OPP-E,0.25,20.1,146.2,13.25,183
6/2/21,OPP-E,0.5,18.6,141.6,13.25,183.4
6/2/21,OPP-E,0.75,15.8,48.6,4.8,191.2
6/2/21,OPP-E,1,14.1,6,0.67,196.3
6/2/21,DOBA7,0,25.9,131.5,10.77,0.24
6/2/21,DOBA7,0.25,25.5,133.8,10.97,547
6/2/21,DOBA7,0.5,22.9,136.3,11.47,563
6/2/21,DOBA7,0.75,19.8,119.1,10.81,554
6/2/21,DOBA7,0.1,17.4,91.1,8.66,545
6/2/21,DOBA7,1.25,15.6,44.8,4.49,544
6/2/21,DOBA7,1.5,13.5,5.2,0.53,538
6/3/21,LM-ARB,0,22.3,79.6,6.92,0.1
6/3/21,LM-ARB,0.25,22.3,82.7,7.17,831
6/3/21,UM-ARB,0,20.4,108,9.72,0.2
6/3/21,UM-ARB,0.25,20.2,107.2,9.69,814
6/3/21,UM-ARB,0.5,20,103.2,9.34,827
6/3/21,UM-ARB,0.75,19.8,92.5,8.41,824
6/7/21,CAP,0,26.2,39.2,3.16,0.1
6/7/21,CAP,0.25,26.3,38.9,3.14,350.2
6/7/21,CAP,0.5,26.3,39.1,3.15,348
6/7/21,CAP,0.75,26.2,38.9,3.13,348.3
6/7/21,CAP,1,26.1,32.1,2.61,348.3
6/7/21,DOBA4,0,25.8,90.9,7.39,0.2
6/7/21,DOBA4,0.25,25.8,90.9,7.39,288
6/7/21,DOBA4,0.5,25.7,91.3,7.44,288.3
6/7/21,DOBA4,0.75,25.3,89.4,7.34,288.1
6/7/21,DOBA4,1,24.4,83,6.94,291.4
6/7/21,DOBA4,1.25,22.3,81.7,7.11,296.8
6/7/21,DOBA4,1.5,18.8,3.8,0.4,303.2
6/7/21,DOBA5,0,27.9,99,7.78,376
6/7/21,DOBA5,0.25,27.9,99,7.75,377.3
6/7/21,DOBA5,0.5,27.4,86.7,6.45,380.1
6/7/21,DOBA5,0.75,25.8,27.8,2.3,380
6/7/21,DOBA5,1,24.1,10.8,0.9,381.5
6/7/21,DOBA5,1.25,20.8,3.7,0.33,377.6
6/7/21,DOBA5,1.5,17.5,1.2,0.11,386.6
6/7/21,DOBA5,1.75,17.1,0.5,0.05,386
6/8/21,ALC,0,24.2,64.2,5.42,0.2
6/8/21,ALC,0.25,24.2,62.3,5.25,1349
6/8/21,ALC,0.5,23.8,28,2.36,1385
6/8/21,ELV,0,27.1,106.3,8.43,4.7
6/8/21,ELV,0.25,26.6,105.2,8.39,5.9
6/8/21,ELV,0.5,25.9,100.1,8.12,567
6/8/21,ELV,0.75,25.5,98.2,8.03,566
6/8/21,ELV,1,24.9,95.6,7.91,563
6/8/21,ELV,1.25,23.8,100.7,8.49,564
6/8/21,ELV,1.5,22.4,90.5,7.86,560
6/8/21,ELV,1.75,21.1,61.6,5.56,562
6/8/21,ELV,2,18,23.1,2.18,571
6/8/21,ELV,2.25,18.1,10,0.93,554
6/8/21,ELV,2.5,15.6,1.4,0.14,566
6/8/21,ELV,2.75,14.6,0.7,0.07,569
6/9/21,DCSW1,0,26.9,154.2,12.31,0.2
6/9/21,DCSW1,0.25,26,114,9.2,354
6/9/21,DCSW1,0.5,25.2,54.7,4.47,385.2
6/9/21,DCSW1,0.75,23.1,72,6.17,391
6/9/21,DCSW1,1,19.5,90.9,8.37,373.1
6/9/21,DCSW1,1.25,17.3,51,4.9,341.6
6/9/21,DCSW1,1.5,15.7,22,2.06,333.8
6/9/21,DCSW2,0,27.3,201.6,16.09,0.2
6/9/21,DCSW2,0.25,25.7,183.3,14.88,557
6/9/21,DCSW2,0.5,24.1,126.5,10.63,574
6/9/21,DCSW2,0.75,21.3,149.6,13.2,627
6/9/21,DCSW2,1,18,95.1,8.96,642
6/9/21,DCSW2,1.25,15.6,22.1,2.17,695
6/9/21,DCSW2,1.5,14.3,11.5,1.15,775
6/9/21,DCSW3,0,28.7,148.7,11.5,1.7
6/9/21,DCSW3,0.25,27.9,152.9,12.02,578
6/9/21,DCSW3,0.5,25.8,186.3,15.2,581
6/9/21,DCSW3,0.75,23.4,205.8,17.59,554
6/9/21,DCSW3,1,21.5,172.4,15.15,550
6/9/21,DCSW3,1.25,17.8,138.5,13.14,547
6/9/21,DCSW3,1.5,17.4,110.1,10.53,521
6/9/21,DCSW3,1.75,17,95.5,9.2,524
6/10/21,MDT,0,28.1,117.1,9.15,0.1
6/10/21,MDT,0.25,28.2,117.9,9.2,344.9
6/10/21,MDT,0.5,28,121.6,9.5,345.7
6/10/21,MDT,0.75,27.9,131.8,10.32,345.8
6/10/21,MDT,1,27.8,114.8,9.01,345.7
6/10/21,MDT,1.25,27.6,111.4,8.76,345.3
6/10/21,DOBA8,0,28.8,58.8,4.57,1.7
6/10/21,DOBA8,0.25,28.6,58.6,4.54,271.1
6/10/21,DOBA8,0.5,28.1,59.9,4.68,270.6
6/10/21,DOBA8,0.75,27.6,51,4.02,271.1
6/10/21,DOBA8,1,26.8,38.5,3.08,272.9
6/10/21,DOBA8,1.25,24.6,25.8,2.2,268.7
6/10/21,DOBA8,1.5,22.9,15.8,1.35,259.1
6/10/21,DOBA8,1.75,18.5,4.7,0.44,265.3
6/10/21,HP-UW,0,27.1,161.8,12.08,0.8
6/10/21,HP-UW,0.25,26.7,157.8,12.59,1537
6/10/21,HP-UW,0.5,25.5,185.1,15.1,1530
6/10/21,HP-UW,0.75,24.3,170.7,14.12,1577
6/10/21,HP-UW,1,23.7,151.1,12.75,1627
6/10/21,HP-UW,1.25,22.5,103.3,8.93,1644
6/10/21,HP-UW,1.5,21.5,27.1,2.42,1639
6/10/21,HP-UW,1.75,21,10.3,0.9,1611
6/11/21,KP,0,23.8,9.2,0.78,0.3
6/11/21,KP,0.25,23.5,2.6,0.21,178.3
6/11/21,KP,0.5,20,0.9,0.08,204.5
6/11/21,KP,0.75,17.3,0.6,0.06,253.6
6/11/21,O-S,0,29.5,127.9,9.74,1.7
6/11/21,O-S,0.25,29.3,128,9.78,672
6/11/21,O-S,0.5,28.6,86.5,6.69,672
6/11/21,O-S,0.75,28.2,57.5,4.45,673
6/11/21,O-S,1,27.6,26.6,2.08,683
6/11/21,O-N,0,31.1,202.4,15.01,4.9
6/11/21,O-N,0.25,29.4,197,15.03,677
6/11/21,O-N,0.5,28.3,140,10.98,677
6/11/21,O-N,0.75,27.4,65.5,5.18,690
6/11/21,O-N,1,26.1,6.1,0.49,718
6/11/21,L60-UW,0,32.4,151,11.1,3.9
6/11/21,L60-UW,0.25,27.4,73.3,5.79,1295
6/11/21,L60-UW,0.5,24.8,5.6,0.46,1248
6/11/21,L60-UW,0.75,22,2.6,0.22,1304
6/11/21,L60-UW,1,19.3,1.8,0.16,1372
6/14/21,DOBA7,0,25,79,6.52,0.2
6/14/21,DOBA7,0.25,25,78.1,6.44,625
6/14/21,DOBA7,0.5,25,74.7,6.16,625
6/14/21,DOBA7,0.75,24.9,70.1,5.79,625
6/14/21,DOBA7,1,24.8,59.8,4.88,628
6/14/21,DOBA7,1.25,24.4,25.2,2.09,629
6/14/21,OPP-W,0,25.9,158.7,12.85,3.7
6/14/21,OPP-W,0.25,25.5,133.9,11.07,389.7
6/14/21,OPP-W,0.5,24.7,23.3,1.92,389.5
6/14/21,OPP-W,0.75,24.3,2.9,0.24,390.4
6/14/21,OPP-W,1,22.2,2,0.17,405.3
6/14/21,OPP-W,1.25,17.9,1.3,0.12,415.8
6/14/21,OPP-W,1.5,16.3,0.8,0.08,398.3
6/14/21,OPP-W,1.75,14.5,0.6,0.06,402.8
6/14/21,OPP-W,2,12.8,0.5,0.05,425.2
6/14/21,OPP-W,2.25,12.3,0.3,0.03,439.5
6/14/21,OPP-E,0,27,139.3,11.09,0.2
6/14/21,OPP-E,0.25,27,138.5,11.05,194.6
6/14/21,OPP-E,0.5,26.3,115.2,9.32,195.5
6/14/21,OPP-E,0.75,25.5,63.4,5.21,195.8
6/14/21,OPP-E,1,25.3,24,1.97,196.9
6/14/21,OPP-E,1.25,24.7,2.6,0.22,201.3
6/15/21,ALC,0,27.1,162.4,12.95,0.2
6/15/21,ALC,0.25,23.1,77.5,6.6,1625
6/15/21,ALC,0.5,22,45.1,3.92,1535
6/15/21,ALC,0.75,21.9,42.8,3.72,1519
6/15/21,LM-ARB,0,24.2,43,3.59,0.3
6/15/21,LM-ARB,0.25,24.4,39.8,3.32,952
6/15/21,LM-ARB,0.5,24.4,35.4,2.96,955
6/15/21,UM-ARB,0,25.8,115.8,9.46,0.1
6/15/21,UM-ARB,0.25,25.4,105.4,8.54,954
6/15/21,UM-ARB,0.5,25,77.2,6.37,948
6/15/21,UM-ARB,0.75,24.9,62.2,5.12,947
6/15/21,UM-ARB,1,24.8,47.1,3.9,947
6/16/21,DOBA5,0,23.9,79.2,6.68,0.2
6/16/21,DOBA5,0.25,23.9,81.6,6.84,355.1
6/16/21,DOBA5,0.5,23.9,80.1,6.76,355.4
6/16/21,DOBA5,0.75,23.9,89.1,7.49,355.4
6/16/21,DOBA5,1,23.8,66.4,6.14,356
6/16/21,DOBA5,1.25,23.8,47,3.99,356.6
6/16/21,DOBA5,1.5,22.6,6.3,0.62,366.8
